6|2014|712|Electric|3.76|9400000|5201201
6|2014|712|Rounding|0|-.31|5300701
6|2014|712|Telephone|.01|22500|5200902
6|2014|712|Decoration|.2|505125|5120303
6|2014|712|Retribution|.18|450000|5201604
6|2014|712|Employee THR|.27|680000|5120106
6|2014|712|Officers THR|.16|411000|5200104
6|2014|712|Rent Building|11.9|29785057.28|5120701
6|2014|712|Store Supplies|.52|1294099|5121201
6|2014|712|Minus Cash Sales|0|2445|5300801
6|2014|712|Cost of Shrinkage|.64|1606106.9|5300401
6|2014|712|Employee Salaries|2.35|5875000|5120101
6|2014|712|Officers Salaries|1.97|4934300|5200101
6|2014|712|Employee Incentive|.03|85000|5120208
6|2014|712|Gasoline & Parking|.04|96000|5120901
6|2014|712|Officers Jamsostek|.03|84800|5200206
6|2014|712|Employee Allowances|.04|100000|5120102
6|2014|712|Officers Allowances|.1|245000|5200102
6|2014|712|Building Maintenance|.05|117000|5120501
6|2014|712|Building's Insurance|.01|28333.33|5121801
6|2014|712|Local Transportation|.07|163000|5120903
6|2014|712|Representation Expense|.03|66000|5200601
6|2014|712|Bakery & Cook Food Supplies|.16|393800|5121502
6|2014|712|Provision for Inventory Lost|.67|1674701.85|5300301
6|2014|712|Depreciation of Store Equipment|2.02|5051260.64|5121303
6|2014|712|Employee Income Tax - PPh Ps 21|.01|15000|5120206
6|2014|712|Casual / Contract Employee Salaries|1.47|3675000|5120207
6|2014|712|Amortization of Cost of Building Renovation|1.21|3023123.87|5201503
6|2014|715|Water|.11|239300|5201202
6|2014|715|Duties|.47|1000000|5201603
6|2014|715|Packing|.58|1230116.8|5121601
6|2014|715|Electric|2.36|5026677|5201201
6|2014|715|Rounding|0|175.81|5300701
6|2014|715|Promotion|.41|865894.11|5120301
6|2014|715|Telephone|.04|78274|5200902
6|2014|715|Networking|.1|214500|5200903
6|2014|715|Retribution|.28|590000|5201604
6|2014|715|Bank Charges|.02|52100|5201701
6|2014|715|Employee THR|.41|868000|5120106
6|2014|715|Officers THR|.16|336000|5200104
6|2014|715|Rent Building|2.82|6000000|5120701
6|2014|715|Store Supplies|.34|720551|5121201
6|2014|715|Minus Cash Sales|0|1565|5300801
6|2014|715|Cost of Shrinkage|.47|1000973.18|5300401
6|2014|715|Employee Salaries|3.95|8400000|5120101
6|2014|715|Officers Salaries|1.34|2861400|5200101
6|2014|715|Employee Incentive|.08|175000|5120208
6|2014|715|Officers Jamsostek|.04|84800|5200206
6|2014|715|Employee Allowances|.13|275000|5120102
6|2014|715|Officers Allowances|.51|1090000|5200102
6|2014|715|Building's Insurance|.01|31875|5121801
6|2014|715|Local Transportation|.12|246000|5120903
6|2014|715|Employee Accomodation|.12|250000|5120203
6|2014|715|Travelling - Operational|.03|68000|5121401
6|2014|715|Store Equipment Maintenance|.53|1125000|5120502
6|2014|715|Provision for Inventory Lost|.86|1820147.89|5300301
6|2014|715|Depreciation of Store Equipment|.96|2038404.95|5121303
6|2014|715|Employee Income Tax - PPh Ps 21|.02|49975|5120206
6|2014|715|Casual / Contract Employee Salaries|.89|1890000|5120207
