2|2014|697|Depreciation of Store Equipment|.1|361971.95|5121303
2|2014|706|Water|.06|91100|5201202
2|2014|706|Packing|.48|695950.8|5121601
2|2014|706|Electric|2.12|3044365|5201201
2|2014|706|Rounding|0|7.69|5300701
2|2014|706|Telephone|.04|54070|5200902
2|2014|706|Networking|.1|137500|5200903
2|2014|706|Bank Charges|.06|81400|5201701
2|2014|706|Employee THR|.22|323000|5120106
2|2014|706|Officers THR|.28|403000|5200104
2|2014|706|Rent Building|2.82|4050925.93|5120701
2|2014|706|Store Supplies|.62|896224.09|5121201
2|2014|706|Minus Cash Sales|0|2345|5300801
2|2014|706|Cost of Shrinkage|.57|823823.89|5300401
2|2014|706|Employee Salaries|2.59|3720000|5120101
2|2014|706|Officers Salaries|3.36|4833100|5200101
2|2014|706|Officers Jamsostek|.12|169600|5200206
2|2014|706|Employee Allowances|.1|150000|5120102
2|2014|706|Officers Allowances|.21|297500|5200102
2|2014|706|Building Maintenance|.99|1428720|5120501
2|2014|706|Local Transportation|.04|60000|5120903
2|2014|706|Representation Expense|.04|60000|5200601
2|2014|706|Travelling - Operational|.08|110000|5121401
2|2014|706|Store Equipment Maintenance|.03|50000|5120502
2|2014|706|Provision for Inventory Lost|.85|1226699.65|5300301
2|2014|706|Depreciation of Store Equipment|.3|436136.35|5121303
2|2014|706|Employee Income Tax - PPh Ps 21|.02|27067|5120206
2|2014|708|Store Supplies|0|0|5121201
2|2014|710|Retribution|0|0|5201604
2|2014|710|Officers Medical Allowance|0|0|5200202
2|2014|712|Gas|.2|350182|5121101
2|2014|712|Water|.01|17200|5201202
2|2014|712|Packing|.66|1126607.7|5121601
2|2014|712|Postage|0|6000|5200901
2|2014|712|Electric|.12|200000|5201201
2|2014|712|Rounding|0|-.05|5300701
2|2014|712|Promotion|.29|500000|5120301
2|2014|712|Telephone|.01|22500|5200902
2|2014|712|Networking|.06|99000|5200903
2|2014|712|Retribution|.22|375000|5201604
2|2014|712|Bank Charges|.01|13567|5201701
2|2014|712|Employee THR|.4|680000|5120106
2|2014|712|Officers THR|.24|411000|5200104
2|2014|712|Rent Building|6.31|10838392.73|5120701
2|2014|712|Store Supplies|.67|1154555|5121201
2|2014|712|Minus Cash Sales|0|3175|5300801
2|2014|712|Cost of Shrinkage|2.2|3776921.61|5300401
2|2014|712|Employee Salaries|3.49|6000000|5120101
2|2014|712|Officers Salaries|2.87|4934300|5200101
2|2014|712|Gasoline & Parking|.02|38000|5120901
2|2014|712|Inventory Variance|.89|1531280.57|5300201
2|2014|712|Officers Jamsostek|.05|84800|5200206
2|2014|712|Employee Allowances|.06|100000|5120102
2|2014|712|Officers Allowances|.17|297500|5200102
2|2014|712|Building Maintenance|1.21|2080500|5120501
2|2014|712|Building's Insurance|.02|28333.33|5121801
2|2014|712|Local Transportation|.61|1048500|5120903
2|2014|712|Bakery & Cook Food Supplies|1.94|3330906|5121502
2|2014|712|Store Equipment Maintenance|.08|130000|5120502
